,rectal_temp,pulse,respiratory_rate,nasogastric_reflux_ph,packed_cell_volume,total_protein,abdomo_protein,lesion_1,lesion_2,lesion_3,age_is_adult,surgical_lesion_is_yes,surgery_is_yes,cp_data_is_no,temp_of_extremities_is_cool,temp_of_extremities_is_cold,temp_of_extremities_is_normal,temp_of_extremities_is_warm,peripheral_pulse_is_reduced,peripheral_pulse_is_normal,peripheral_pulse_is_absent,peripheral_pulse_is_increased,nasogastric_reflux_is_less_1_liter,nasogastric_reflux_is_more_1_liter,nasogastric_reflux_is_none,nasogastric_reflux_is_slight,abdominal_distention_is_slight,abdominal_distention_is_moderate,abdominal_distention_is_none,abdominal_distention_is_severe,capillary_refill_time_is_more_3_sec,capillary_refill_time_is_less_3_sec,capillary_refill_time_is_3,peristalsis_is_absent,peristalsis_is_hypomotile,peristalsis_is_normal,peristalsis_is_hypermotile,peristalsis_is_distend_small,abdomen_is_distend_small,abdomen_is_distend_large,abdomen_is_normal,abdomen_is_firm,abdomen_is_other,abdomo_appearance_is_serosanguious,abdomo_appearance_is_cloudy,abdomo_appearance_is_clear,mucous_membrane_is_dark_cyanotic,mucous_membrane_is_pale_cyanotic,mucous_membrane_is_pale_pink,mucous_membrane_is_normal_pink,mucous_membrane_is_bright_pink,mucous_membrane_is_bright_red,rectal_exam_feces_is_decreased,rectal_exam_feces_is_absent,rectal_exam_feces_is_normal,rectal_exam_feces_is_increased,rectal_exam_feces_is_serosanguious,pain_is_depressed,pain_is_mild_pain,pain_is_extreme_pain,pain_is_alert,pain_is_severe_pain,pain_is_slight,nasogastric_tube_is_slight,nasogastric_tube_is_none,nasogastric_tube_is_significant,outcome
209,0.25092175714505904,-1.085137695302012,-0.6113714873114556,-1.7466897953796257,-0.8168259027524111,1.635511706010299,-0.6237953318001346,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
442,-1.5249428278071095,-0.46651403610922015,-0.8546005400068403,1.3515678668018292,1.8418562995422396,-0.5883230225031516,-0.24609281434311575,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
330,-0.0027731835623884637,1.6986687710655513,1.2736536710777753,-1.2303135183493832,0.7024210699873894,-0.4833190218313529,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2
529,0.12407428679133078,-1.3600815438321416,-0.6113714873114556,-1.7466897953796257,-1.2915905817335986,1.523007419576229,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,0.5046166978525156,-0.9476657710369472,-0.8546005400068403,0.5770034512564653,0.5125151983949143,-0.5320708792861165,-0.749696170952474,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
52,-2.666570060990646,0.28958154734863656,0.6047737761654676,0.31881531274134417,-0.5319670953636985,-0.5208204506427095,1.2647172554849593,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
1097,-0.8907054760384773,-0.6727219225068175,-0.368142434616071,-0.7139372413191407,0.7024210699873894,-0.49831959335589554,0.761113898875601,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
187,-0.8907054760384773,-0.8789298089044147,0.6047737761654676,-0.4557491028040195,-0.437014159567461,-0.5583218794540662,0.13160970311390308,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
308,0.5046166978525156,0.9769411686739609,0.6047737761654676,0.5770034512564653,-1.196637645937361,-0.5095700219993025,0.6352130597232614,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1042,-0.5101630649773016,-1.2226096195670768,-0.5505642241376094,-1.2303135183493832,0.03775051941372667,1.2604974178967325,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
756,-0.0027731835623884637,1.7330367521318175,-0.8546005400068403,-1.2303135183493832,-0.34206122377122344,1.6730131348216557,-0.8126465905286439,0.23525550895743164,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2
899,0.5046166978525156,-1.085137695302012,-0.8546005400068403,0.31881531274134417,-0.7218729669561735,-0.5545717365729306,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
317,-0.12962065391611674,-0.6727219225068175,-0.6113714873114556,-1.7466897953796257,1.4620445563572895,2.2355345669920057,-0.8126465905286439,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
766,1.3925489903285955,0.7019973201438311,-0.368142434616071,-1.2303135183493832,1.556997492153527,1.6730131348216557,-0.8126465905286439,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2
708,0.37776922749878733,-0.5352499982417526,0.3615447234700829,0.8351915897715866,-0.15215535217874837,-0.5208204506427095,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
456,-0.5101630649773016,-1.2226096195670768,-1.0978295927022248,0.31881531274134417,-1.6714023249185488,-0.5395711650483879,0.8870147380279407,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2
186,1.3925489903285955,-0.46651403610922015,1.0912318815562367,0.06062717422622297,0.4175622625986768,-0.5208204506427095,-0.24609281434311575,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
509,-0.5101630649773016,-0.15720220651282424,0.3615447234700829,0.31881531274134417,-0.15215535217874837,-0.5245705935238452,-0.05724155561460621,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
928,-1.3980953574533814,0.1521096230835717,-0.6113714873114556,-1.2303135183493832,2.4115739143196646,2.2355345669920057,-1.4421507862903418,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
915,-0.0027731835623884637,-0.5352499982417526,-0.8546005400068403,-1.7466897953796257,-1.196637645937361,1.2979988467080892,-0.8126465905286439,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2
1086,0.37776922749878733,0.22084558521610412,-0.368142434616071,0.008989546523198907,-0.437014159567461,-0.5208204506427095,0.38341138141858216,-0.11472861524377156,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
813,1.0120065792674195,-0.6727219225068175,-0.368142434616071,0.06062717422622297,0.4175622625986768,-0.4795688789502172,0.5093122205709216,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
336,-0.0027731835623884637,-0.9476657710369472,-1.0978295927022248,0.42209056814739276,-0.15215535217874837,-0.5208204506427095,0.005708863961563362,0.252552305842244,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
598,0.37776922749878733,0.28958154734863656,-0.003298855572994037,0.5770034512564653,0.03775051941372667,-0.5208204506427095,0.5093122205709216,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
1020,-0.5101630649773016,-0.26030614971162286,1.3344609342516214,1.3515678668018292,-0.5319670953636985,-0.5395711650483879,0.38341138141858216,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1158,0.5046166978525156,-0.8789298089044147,-1.0978295927022248,0.31881531274134417,-0.057202416382510855,-0.49831959335589554,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2
897,0.37776922749878733,0.839469244408896,1.0912318815562367,0.5253658235534413,-0.2471082879749859,-0.5208204506427095,0.06865928353773322,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
433,-0.0027731835623884637,1.6986687710655513,1.0912318815562367,-1.2303135183493832,0.7024210699873894,1.6730131348216557,-0.8126465905286439,-0.29873709274177535,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
278,1.0120065792674195,0.22084558521610412,-0.6113714873114556,0.31881531274134417,-0.15215535217874837,-0.5545717365729306,1.2647172554849593,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1212,-0.8907054760384773,-0.5352499982417526,0.11831567077469828,-0.19756096428889824,-0.2471082879749859,-0.5133201648804382,0.005708863961563362,0.06854382834424019,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
1148,0.37776922749878733,0.28958154734863656,1.0912318815562367,-1.2303135183493832,-0.7218729669561735,1.7105145636330126,-0.434944073071625,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
332,-0.0027731835623884637,-1.3600815438321416,3.2802933558146985,1.3515678668018292,0.4175622625986768,-0.5620720223352018,1.2647172554849593,0.6564509139503623,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1095,-0.256468124269845,0.5645253958787663,-0.12491338192068635,0.06062717422622297,1.8418562995422396,-0.49831959335589554,0.761113898875601,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
972,-3.554502353466735,2.0767165627944797,0.3615447234700829,1.093379728286708,0.7024210699873894,-0.4833190218313529,-0.8126465905286439,-0.4475999510376604,-0.07546531948629838,-0.040274806222011794,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1109,0.6314641682062438,0.7019973201438311,-1.0978295927022248,-1.2303135183493832,0.22765639100620172,1.8980217076897958,0.005708863961563362,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1002,0.25092175714505904,-0.8789298089044147,-0.6113714873114556,1.6097560053169502,-0.626920031159936,-0.5395711650483879,2.964378584041544,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
993,-0.256468124269845,-0.8789298089044147,0.3615447234700829,-1.2303135183493832,-1.196637645937361,-0.5545717365729306,-0.3090432339192856,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2
1217,0.37776922749878733,-0.46651403610922015,-0.6113714873114556,-1.4885016568645044,1.367091620561052,-0.5208204506427095,-0.05724155561460621,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
212,0.5046166978525156,-1.085137695302012,-0.12491338192068635,0.31881531274134417,-0.057202416382510855,-0.5208204506427095,1.705370192518148,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1048,-0.256468124269845,-1.2913455816996093,-1.0978295927022248,0.5770034512564653,-1.196637645937361,-0.5320708792861165,-1.2532995275618324,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2
1105,1.3925489903285955,-0.6727219225068175,-0.6113714873114556,-0.7139372413191407,-1.8613081965110239,-0.5583218794540662,-0.1831423947669459,5.019291915428032,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2
867,-0.8907054760384773,-1.085137695302012,-0.8546005400068403,1.3515678668018292,-0.8168259027524111,-0.4795688789502172,1.2647172554849593,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
468,-0.256468124269845,-0.9476657710369472,-0.368142434616071,0.4737281958504168,-1.1016847101411236,-0.5283207364049809,1.07586599675645,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
1010,0.37776922749878733,-0.9476657710369472,-0.8546005400068403,0.4737281958504168,-0.057202416382510855,-0.5320708792861165,-1.064448268833323,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2
502,0.5046166978525156,0.28958154734863656,-0.12491338192068635,1.3515678668018292,-1.196637645937361,-0.5545717365729306,-0.05724155561460621,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
542,-0.256468124269845,1.9392446385294149,1.0912318815562367,-0.7139372413191407,-1.5764493891223113,-0.5733224509786089,-0.749696170952474,-0.3143778133291057,-0.07546531948629838,-0.040274806222011794,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2
864,0.25092175714505904,-1.2913455816996093,-1.0978295927022248,-1.2303135183493832,-0.9117788385486486,-0.550821593691795,0.38341138141858216,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
539,2.66102369386586,1.1831490550715582,0.8480028288608521,1.3515678668018292,0.7024210699873894,-0.49831959335589554,0.761113898875601,0.6032724639534391,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1223,-0.256468124269845,-1.2226096195670768,-0.9762150663545325,1.3515678668018292,0.8923269415798644,-0.5320708792861165,-0.749696170952474,0.2884339589543547,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
264,-1.0175529463922055,-0.12283422544655802,1.2736536710777753,-1.2303135183493832,0.9872798773761019,-0.5583218794540662,0.8240643184517706,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1138,-0.0027731835623884637,-0.6727219225068175,0.3615447234700829,-1.2303135183493832,-0.7218729669561735,1.8980217076897958,-1.4421507862903418,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
192,-0.0027731835623884637,-1.2913455816996093,-0.9762150663545325,1.3515678668018292,-1.5764493891223113,-0.5545717365729306,0.5093122205709216,-0.29928911817426934,-0.07546531948629838,-0.040274806222011794,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
1151,-0.3833155946235733,-1.085137695302012,-0.8546005400068403,-0.04264808117982561,-1.2915905817335986,-0.5583218794540662,-0.434944073071625,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1193,-0.12962065391611674,-0.8789298089044147,-0.368142434616071,-0.19756096428889824,-1.2915905817335986,-0.5883230225031516,0.38341138141858216,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2
268,2.66102369386586,1.1831490550715582,0.3615447234700829,1.093379728286708,0.7024210699873894,-0.5770725938597445,0.9499651576041103,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
167,0.37776922749878733,-0.26030614971162286,-0.732986013659148,0.5770034512564653,0.22765639100620172,-0.5545717365729306,1.07586599675645,-0.31658591505908174,-0.07546531948629838,-0.040274806222011794,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
152,1.3925489903285955,0.7019973201438311,1.2736536710777753,-1.2303135183493832,1.556997492153527,-0.31456259218024785,-0.8126465905286439,-0.31640190658158374,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1208,-0.256468124269845,-1.4975534680972067,-0.8546005400068403,-1.2303135183493832,0.22765639100620172,2.010525994123866,-0.8126465905286439,-0.13276144603857595,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
679,-0.763858005684749,0.28958154734863656,-0.6113714873114556,-0.7139372413191407,1.746903363746002,-0.5320708792861165,0.5093122205709216,-0.29947312665176734,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1070,-0.256468124269845,-1.085137695302012,-0.6113714873114556,0.31881531274134417,-0.9117788385486486,-0.5583218794540662,-1.1273986884094929,1.0244678689463698,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2
1192,0.12407428679133078,-1.085137695302012,-1.0978295927022248,-1.2303135183493832,-0.8168259027524111,1.6730131348216557,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,2
